Distance function,Image size,Instance class,Instance,Optimal objective function value,Solution time [ms],Count of iterations
OF2,64,GRFmoderate,06-08,6862114921,7947,117575
OF2,64,GRFmoderate,06-10,17926038764,6389,120183
OF2,64,GRFmoderate,07-10,10277970509,8413,141256
OF2,64,GRFmoderate,08-02,11376680217,8531,140490
OF2,64,GRFmoderate,08-03,6546746864,7477,116799
OF2,64,GRFmoderate,08-04,24200847982,7488,135729
OF2,64,GRFmoderate,08-05,5995058038,5068,99384
OF2,64,GRFmoderate,08-07,7033534482,8575,130907
OF2,64,GRFmoderate,08-10,24705809725,5391,117808
OF2,64,GRFmoderate,09-02,17500939330,4746,100874
OF2,64,GRFmoderate,09-03,9308631963,4894,93438
OF2,64,GRFmoderate,09-04,6448189615,7485,115701
OF2,64,GRFmoderate,09-05,6215925365,5589,92715
OF2,64,GRFmoderate,09-06,8456122476,4902,97178
OF2,64,GRFmoderate,09-07,3084205255,3387,74028
OF2,64,GRFmoderate,09-08,10976833841,5937,105330
OF2,64,GRFmoderate,09-10,5616579748,6691,104547
OF2,64,GRFrough,01-02,833990071,3455,62920
OF2,64,GRFrough,01-03,1489027910,4267,77965
OF2,64,GRFrough,01-04,1691484296,5097,89852
OF2,64,GRFrough,01-05,715303700,5706,73756
OF2,64,GRFrough,01-06,900745961,6444,80160
OF2,64,GRFrough,01-07,1413319109,6698,94184
OF2,64,GRFrough,01-08,843679703,3800,69553
OF2,64,GRFrough,01-09,802908520,5636,74364
OF2,64,GRFrough,01-10,1084004306,66093,354937
OF2,64,GRFrough,02-03,1100651743,4438,77574
OF2,64,GRFrough,02-04,1454565095,4790,82632
OF2,64,GRFrough,02-05,1224476959,5558,82550
OF2,64,GRFrough,02-07,968366236,6232,84617
OF2,64,GRFrough,02-10,1660440873,64655,380230
OF2,64,GRFrough,03-07,839650835,4611,64304
OF2,64,GRFrough,03-10,1779530240,69876,396659
OF2,64,GRFrough,04-03,1165848740,3217,64291
OF2,64,GRFrough,04-07,1005214285,3375,63827
OF2,64,GRFrough,04-10,1711738484,65993,381778
OF2,64,GRFrough,05-03,1838111102,5959,83174
OF2,64,GRFrough,05-04,1441439828,8176,96502
OF2,64,GRFrough,05-07,1745648261,7037,81099
OF2,64,GRFrough,05-10,784454276,60061,324876
OF2,64,GRFrough,06-02,1337246218,4155,65946
OF2,64,GRFrough,06-03,1810540789,5785,85019
OF2,64,GRFrough,06-04,1677512729,6050,85381
OF2,64,GRFrough,06-05,594608343,3861,57765
OF2,64,GRFrough,06-07,2120931526,4121,75026
OF2,64,GRFrough,06-08,1202759936,3753,68634
OF2,64,GRFrough,06-10,700510387,64395,321849
OF2,64,GRFrough,07-10,1905287265,67339,395560
OF2,64,GRFrough,08-02,1460352722,2929,60222
OF2,64,GRFrough,08-03,1754379047,5244,78284
OF2,64,GRFrough,08-04,1706242913,4322,74872
OF2,64,GRFrough,08-05,1018628823,4429,69568
OF2,64,GRFrough,08-07,1476985294,5262,76756
OF2,64,GRFrough,08-10,1028719229,61401,334141
OF2,64,GRFrough,09-02,1188609089,3567,64005
OF2,64,GRFrough,09-03,2000943470,5755,83475
OF2,64,GRFrough,09-04,1609295810,6474,94264
OF2,64,GRFrough,09-05,437944436,3188,57554
OF2,64,GRFrough,09-06,626632865,3889,63486
OF2,64,GRFrough,09-07,1901074359,5851,82371
OF2,64,GRFrough,09-08,1174556991,3890,69522
OF2,64,GRFrough,09-10,844550106,62154,331150
OF2,64,GRFsmooth,01-02,89541335245,6457,137223
OF2,64,GRFsmooth,01-03,16642031179,6559,115631
OF2,64,GRFsmooth,01-04,66107747364,9453,171481
OF2,64,GRFsmooth,01-05,56029226935,10437,188989
OF2,64,GRFsmooth,01-06,11108627936,3479,100947
OF2,64,GRFsmooth,01-07,28085122474,11790,184888
OF2,64,GRFsmooth,01-08,27202083144,9926,186633
OF2,64,GRFsmooth,01-09,17036313052,6212,111828
OF2,64,GRFsmooth,01-10,50058475172,4510,112391
OF2,64,GRFsmooth,02-03,62293290776,6278,120457
OF2,64,GRFsmooth,02-04,20846051365,4321,97417
OF2,64,GRFsmooth,02-05,36925804290,9822,149104
OF2,64,GRFsmooth,02-07,104204654551,5731,124137
OF2,64,GRFsmooth,02-10,41089047403,7411,130093
OF2,64,GRFsmooth,03-07,31708130999,12908,237050
OF2,64,GRFsmooth,03-10,34230177901,9448,164034
OF2,64,GRFsmooth,04-03,50947666579,8720,139679
OF2,64,GRFsmooth,04-07,81851289900,9266,165339
OF2,64,GRFsmooth,04-10,46219612118,9188,153491
OF2,64,GRFsmooth,05-03,50520820870,10812,185726
OF2,64,GRFsmooth,05-04,27939477841,4373,103762
OF2,64,GRFsmooth,05-07,38888729167,7419,133772
OF2,64,GRFsmooth,05-10,17291631723,11194,161998
OF2,64,GRFsmooth,06-02,62710785561,8973,169830
OF2,64,GRFsmooth,06-03,13132763041,5516,112967
OF2,64,GRFsmooth,06-04,55167501402,7585,144318
OF2,64,GRFsmooth,06-05,36780410941,6541,131667
OF2,64,GRFsmooth,06-07,17568973166,14806,266507
OF2,64,GRFsmooth,06-08,12781102570,5199,112336
OF2,64,GRFsmooth,06-10,22568096146,5965,117000
OF2,64,GRFsmooth,07-10,26788949874,9182,165017
OF2,64,GRFsmooth,08-02,54576376699,7662,134421
OF2,64,GRFsmooth,08-03,11123650773,6081,101966
OF2,64,GRFsmooth,08-04,62328000320,5555,113877
OF2,64,GRFsmooth,08-05,46398140509,7870,146650
OF2,64,GRFsmooth,08-07,31541733026,10561,184722
OF2,64,GRFsmooth,08-10,20298193434,11780,208900
OF2,64,GRFsmooth,09-02,55096322475,9250,166966
OF2,64,GRFsmooth,09-03,6741270309,5273,94511
OF2,64,GRFsmooth,09-04,51299902762,10794,205424
OF2,64,GRFsmooth,09-05,57294776937,10097,176667
OF2,64,GRFsmooth,09-06,13739422518,7750,141021
OF2,64,GRFsmooth,09-07,44917860564,13583,249624
OF2,64,GRFsmooth,09-08,13191435262,9444,140248
OF2,64,GRFsmooth,09-10,39211381116,8353,142986
OF2,64,LogGRF,01-02,60444562865,11785,196233
OF2,64,LogGRF,01-03,79111387984,9967,182226
OF2,64,LogGRF,01-04,127480949762,5145,154596
OF2,64,LogGRF,01-05,84240436809,6347,139648
OF2,64,LogGRF,01-06,77803869953,5654,158399
OF2,64,LogGRF,01-07,30808931834,12917,210602
OF2,64,LogGRF,01-08,36137376385,13389,235595
OF2,64,LogGRF,01-09,83911542122,10717,205204
OF2,64,LogGRF,01-10,73163343695,8001,161618
OF2,64,LogGRF,02-03,86066609519,11034,208130
OF2,64,LogGRF,02-04,220320450715,7738,174077
OF2,64,LogGRF,02-05,157515987678,6352,158143
OF2,64,LogGRF,02-07,55684226651,13221,244465
OF2,64,LogGRF,02-10,107492101526,11048,200387
OF2,64,LogGRF,03-07,30797181126,11389,183453
OF2,64,LogGRF,03-10,20009665463,5242,105758
OF2,64,LogGRF,04-03,68362963876,6449,124296
OF2,64,LogGRF,04-07,99140064746,10341,222141
OF2,64,LogGRF,04-10,90418398697,7822,146644
OF2,64,LogGRF,05-03,40780476849,4094,110652
OF2,64,LogGRF,05-04,31966648109,4306,120070
OF2,64,LogGRF,05-07,63544616435,12221,218798
OF2,64,LogGRF,05-10,35124479310,3559,114754
OF2,64,LogGRF,06-02,119601021310,7280,142930
OF2,64,LogGRF,06-03,11085002307,7326,114842
OF2,64,LogGRF,06-04,37089339211,10266,200870
OF2,64,LogGRF,06-05,21088675508,7951,142869
OF2,64,LogGRF,06-07,33824349945,4642,122474
OF2,64,LogGRF,06-08,37083632640,7050,129796
OF2,64,LogGRF,06-10,23465997116,4918,106353
OF2,64,LogGRF,07-10,44980231399,12282,226923
OF2,64,LogGRF,08-02,125450990842,4633,123500
OF2,64,LogGRF,08-03,56862317167,14676,276443
OF2,64,LogGRF,08-04,51427592241,7804,155275
OF2,64,LogGRF,08-05,36223722182,3357,122804
OF2,64,LogGRF,08-07,41664225471,6851,121392
OF2,64,LogGRF,08-10,47347635696,7301,146839
OF2,64,LogGRF,09-02,58736659995,13874,249794
OF2,64,LogGRF,09-03,31959267346,9217,157251
OF2,64,LogGRF,09-04,101847969264,11113,207190
OF2,64,LogGRF,09-05,74703238567,9047,159991
OF2,64,LogGRF,09-06,43796973909,6518,131237
OF2,64,LogGRF,09-07,38580285974,6307,123087
OF2,64,LogGRF,09-08,92978186293,4389,119380
OF2,64,LogGRF,09-10,71853105013,10363,164694
OF2,64,LogitGRF,01-02,10287515484,5886,114440
OF2,64,LogitGRF,01-03,30753934080,7137,131980
OF2,64,LogitGRF,01-04,33189772975,8796,152476
OF2,64,LogitGRF,01-05,11018603464,5609,107310
OF2,64,LogitGRF,01-06,12920787428,6258,121438
OF2,64,LogitGRF,01-07,54357093325,7426,147504
OF2,64,LogitGRF,01-08,17597040421,3744,96940
OF2,64,LogitGRF,01-09,17856865429,9116,144301
OF2,64,LogitGRF,01-10,25251804100,9059,167236
OF2,64,LogitGRF,02-03,28727313308,6089,121857
OF2,64,LogitGRF,02-04,26911845639,8192,128978
OF2,64,LogitGRF,02-05,16816522996,4327,101600
OF2,64,LogitGRF,02-07,46239536907,6632,132533
OF2,64,LogitGRF,02-10,22755955366,7248,131347
OF2,64,LogitGRF,03-07,16249810663,7585,120928
OF2,64,LogitGRF,03-10,7354437612,6023,90854
OF2,64,LogitGRF,04-03,17740000047,4537,119399
OF2,64,LogitGRF,04-07,17578911698,10419,179153
OF2,64,LogitGRF,04-10,7896713619,4692,99273
OF2,64,LogitGRF,05-03,28726848860,5818,127326
OF2,64,LogitGRF,05-04,23582284579,13138,232479
OF2,64,LogitGRF,05-07,41770944463,14590,236906
OF2,64,LogitGRF,05-10,20153879650,10686,181365
OF2,64,LogitGRF,06-02,14331210616,4744,110374
OF2,64,LogitGRF,06-03,36175628140,5346,121652
OF2,64,LogitGRF,06-04,33853397901,16785,257383
OF2,64,LogitGRF,06-05,12830732014,4269,110726
OF2,64,LogitGRF,06-07,58166758151,8815,159427
OF2,64,LogitGRF,06-08,18941863295,8444,131198
OF2,64,LogitGRF,06-10,27123586562,12224,192734
OF2,64,LogitGRF,07-10,13441967993,7621,116478
OF2,64,LogitGRF,08-02,20066071555,7389,145343
OF2,64,LogitGRF,08-03,35819640431,5415,136387
OF2,64,LogitGRF,08-04,19016601376,12745,215425
OF2,64,LogitGRF,08-05,12161073497,6570,130512
OF2,64,LogitGRF,08-07,49254929976,9343,171107
OF2,64,LogitGRF,08-10,23515334681,8006,148875
OF2,64,LogitGRF,09-02,17825057319,7902,129830
OF2,64,LogitGRF,09-03,9819150905,5337,113899
OF2,64,LogitGRF,09-04,12278775404,8223,117637
OF2,64,LogitGRF,09-05,16693759641,5168,99255
OF2,64,LogitGRF,09-06,21645745543,2975,98141
OF2,64,LogitGRF,09-07,21887124490,10650,167860
OF2,64,LogitGRF,09-08,17046581856,7288,116549
OF2,64,LogitGRF,09-10,6632591625,7334,104326
OF2,64,MicroscopyImages,01-02,16482926894,272,32918
OF2,64,MicroscopyImages,01-03,26621280364,115,21078
OF2,64,MicroscopyImages,01-04,31511921329,264,33284
OF2,64,MicroscopyImages,01-05,97755493707,121,23044
OF2,64,MicroscopyImages,01-06,95581340884,237,35368
OF2,64,MicroscopyImages,01-07,28895420926,212,30833
OF2,64,MicroscopyImages,01-08,40684280331,369,44681
OF2,64,MicroscopyImages,01-09,177274246615,150,26522
OF2,64,MicroscopyImages,01-10,125153328737,376,46125
OF2,64,MicroscopyImages,02-03,16486784608,254,30408
OF2,64,MicroscopyImages,02-04,27812672667,605,54539
OF2,64,MicroscopyImages,02-05,73135922495,311,40817
OF2,64,MicroscopyImages,02-07,22699285402,569,51905
OF2,64,MicroscopyImages,02-10,99980787659,905,74145
OF2,64,MicroscopyImages,03-07,18785515748,219,30556
OF2,64,MicroscopyImages,03-10,58126264317,408,47180
OF2,64,MicroscopyImages,04-03,13124200181,304,38830
OF2,64,MicroscopyImages,04-07,32137075009,571,55708
OF2,64,MicroscopyImages,04-10,44801632006,878,67456
OF2,64,MicroscopyImages,05-03,42610208271,138,22522
OF2,64,MicroscopyImages,05-04,37310469260,318,39916
OF2,64,MicroscopyImages,05-07,71796971349,239,33913
OF2,64,MicroscopyImages,05-10,23867749568,385,42064
OF2,64,MicroscopyImages,06-02,84288113520,573,55583
OF2,64,MicroscopyImages,06-03,52625070536,264,37040
OF2,64,MicroscopyImages,06-04,30695978351,557,51694
OF2,64,MicroscopyImages,06-05,20394908933,232,31206
OF2,64,MicroscopyImages,06-07,83838768646,473,53725
OF2,64,MicroscopyImages,06-08,88003338767,755,68561
OF2,64,MicroscopyImages,06-10,17357642175,692,57589
OF2,64,MicroscopyImages,07-10,87134939987,778,69286
OF2,64,MicroscopyImages,08-02,20371519439,917,68838
OF2,64,MicroscopyImages,08-03,16321606925,382,41896
OF2,64,MicroscopyImages,08-04,38962932958,922,70619
OF2,64,MicroscopyImages,08-05,63519767222,417,46412
OF2,64,MicroscopyImages,08-07,9373947165,708,56657
OF2,64,MicroscopyImages,08-10,84206568456,1080,83857
OF2,64,MicroscopyImages,09-02,142270669177,388,44494
OF2,64,MicroscopyImages,09-03,89436557345,168,27737
OF2,64,MicroscopyImages,09-04,82911478762,373,41960
OF2,64,MicroscopyImages,09-05,40259116424,156,24096
OF2,64,MicroscopyImages,09-06,46031340585,323,39189
OF2,64,MicroscopyImages,09-07,122342886271,300,40652
OF2,64,MicroscopyImages,09-08,114646308392,532,53913
OF2,64,MicroscopyImages,09-10,13132851844,413,43241
OF2,64,Shapes,01-02,39485440000,992,84838
OF2,64,Shapes,01-03,1694000000,1070,83517
OF2,64,Shapes,01-04,21846108552,1455,97512
OF2,64,Shapes,01-05,15615080434,1239,82133
OF2,64,Shapes,01-06,77692400000,1992,184220
OF2,64,Shapes,01-07,43361216615,1924,117346
OF2,64,Shapes,01-08,26623569312,817,70334
OF2,64,Shapes,01-09,11839600000,1419,126250
OF2,64,Shapes,01-10,4192698874,1356,82009
OF2,64,Shapes,02-03,40457664000,472,47959
OF2,64,Shapes,02-04,4992134016,510,44588
OF2,64,Shapes,02-05,51567712558,482,50636
OF2,64,Shapes,02-07,39407248313,740,69117
OF2,64,Shapes,02-10,51778666636,514,51270
OF2,64,Shapes,03-07,44440401501,896,72798
OF2,64,Shapes,03-10,5395188022,578,47264
OF2,64,Shapes,04-03,22879329786,737,59396
OF2,64,Shapes,04-07,30714562273,1063,86419
OF2,64,Shapes,04-10,32511786008,832,74015
OF2,64,Shapes,05-03,16751164068,576,53965
OF2,64,Shapes,05-04,29880414584,716,60138
OF2,64,Shapes,05-07,52306678067,856,72621
OF2,64,Shapes,05-10,18842738256,679,52699
OF2,64,Shapes,06-02,61735712000,583,62345
OF2,64,Shapes,06-03,78673600000,664,81748
OF2,64,Shapes,06-04,57032294190,945,83255
OF2,64,Shapes,06-05,87463223068,677,72185
OF2,64,Shapes,06-07,167937934719,1157,108890
OF2,64,Shapes,06-08,62291445530,479,59436
OF2,64,Shapes,06-10,88538596160,794,76449
OF2,64,Shapes,07-10,52935617529,987,79449
OF2,64,Shapes,08-02,9941900604,291,35306
OF2,64,Shapes,08-03,27477075902,353,37321
OF2,64,Shapes,08-04,5121715666,420,37304
OF2,64,Shapes,08-05,24280105952,388,43918
OF2,64,Shapes,08-07,35350981429,599,60990
OF2,64,Shapes,08-10,37176913080,435,44833
OF2,64,Shapes,09-02,46781984000,483,47609
OF2,64,Shapes,09-03,12799200000,576,61727
OF2,64,Shapes,09-04,31029093214,950,60047
OF2,64,Shapes,09-05,27661476718,575,57658
OF2,64,Shapes,09-06,85985600000,670,75327
OF2,64,Shapes,09-07,53207349267,926,78412
OF2,64,Shapes,09-08,35675236008,365,40623
OF2,64,Shapes,09-10,13352698622,566,49292
OF2,64,WhiteNoise,01-02,319604347,2830,55898
OF2,64,WhiteNoise,01-03,320143335,3448,55509
OF2,64,WhiteNoise,01-04,366941152,4079,61494
OF2,64,WhiteNoise,01-05,366592745,3206,56609
OF2,64,WhiteNoise,01-06,343817331,4268,62905
OF2,64,WhiteNoise,01-07,545316364,2629,59578
OF2,64,WhiteNoise,01-08,440818184,2686,56624
OF2,64,WhiteNoise,01-09,403705254,3755,61151
OF2,64,WhiteNoise,01-10,413028478,4022,57509
OF2,64,WhiteNoise,02-03,386857778,3891,63516
OF2,64,WhiteNoise,02-04,425225567,3236,60903
OF2,64,WhiteNoise,02-05,377729882,4301,61474
OF2,64,WhiteNoise,02-07,495691735,2836,56635
OF2,64,WhiteNoise,02-10,448651719,4133,58708
OF2,64,WhiteNoise,03-07,577195541,5300,68029
OF2,64,WhiteNoise,03-10,462520685,2964,58507
OF2,64,WhiteNoise,04-03,339103207,3914,59584
OF2,64,WhiteNoise,04-07,512204036,2659,57425
OF2,64,WhiteNoise,04-10,409098194,3748,59644
OF2,64,WhiteNoise,05-03,367917114,3569,60907
OF2,64,WhiteNoise,05-04,380175567,3921,66307
OF2,64,WhiteNoise,05-07,410829851,4039,59188
OF2,64,WhiteNoise,05-10,335017723,2746,54071
OF2,64,WhiteNoise,06-02,319604426,3837,66119
OF2,64,WhiteNoise,06-03,394606058,3694,66685
OF2,64,WhiteNoise,06-04,367474939,3538,63142
OF2,64,WhiteNoise,06-05,346480252,2740,60523
OF2,64,WhiteNoise,06-07,361884761,2526,53008
OF2,64,WhiteNoise,06-08,349710159,4261,55880
OF2,64,WhiteNoise,06-10,375211029,3315,58301
OF2,64,WhiteNoise,07-10,352028108,2835,57542
OF2,64,WhiteNoise,08-02,453944929,5294,73620
OF2,64,WhiteNoise,08-03,443428975,3508,61977
OF2,64,WhiteNoise,08-04,349815104,2381,58746
OF2,64,WhiteNoise,08-05,402320215,3064,60437
OF2,64,WhiteNoise,08-07,378069848,4059,65136
OF2,64,WhiteNoise,08-10,353368450,4409,59279
OF2,64,WhiteNoise,09-02,456957989,4927,71728
OF2,64,WhiteNoise,09-03,397267661,4542,65507
OF2,64,WhiteNoise,09-04,320756358,3550,61044
OF2,64,WhiteNoise,09-05,418927239,2989,60187
OF2,64,WhiteNoise,09-06,359484777,5165,68378
OF2,64,WhiteNoise,09-07,451848482,3722,59641
OF2,64,WhiteNoise,09-08,337226548,2732,53850
OF2,64,WhiteNoise,09-10,428767514,3166,56206
OF2,128,CauchyDensity,01-06,4900357948345,342288,1315678
OF2,128,CauchyDensity,01-10,3124262173582,365022,1759126
OF2,128,CauchyDensity,02-01,777271120646,285172,1288530
OF2,128,CauchyDensity,02-04,1788629719137,132219,622493
OF2,128,CauchyDensity,02-06,3220884257339,374580,1436510
OF2,128,CauchyDensity,02-10,2621356774390,392067,1546440
OF2,128,CauchyDensity,03-01,4412375167301,152236,893902
OF2,128,CauchyDensity,03-02,2436908334629,181251,745536
OF2,128,CauchyDensity,03-04,274209840576,202429,743281
OF2,128,CauchyDensity,03-06,238865336670,304152,953654
OF2,128,CauchyDensity,03-07,241883895060,250032,747446
OF2,128,CauchyDensity,03-08,545722250492,346137,1175949
OF2,128,CauchyDensity,03-09,534019709754,332935,1235066
OF2,128,CauchyDensity,03-10,1281374287445,157267,679102
OF2,128,CauchyDensity,04-01,3067878353595,143951,870247
OF2,128,CauchyDensity,04-06,341861065654,291394,906331
OF2,128,CauchyDensity,04-10,1187416858953,181004,704349
OF2,128,CauchyDensity,05-01,2885528036630,227713,1156818
OF2,128,CauchyDensity,05-02,1719118049312,134608,756692
OF2,128,CauchyDensity,05-03,747780542649,222427,740047
OF2,128,CauchyDensity,05-04,434983973867,180281,572583
OF2,128,CauchyDensity,05-06,543221381833,332730,981519
OF2,128,CauchyDensity,05-07,258142399381,190426,606021
OF2,128,CauchyDensity,05-08,130154142595,320675,712594
OF2,128,CauchyDensity,05-09,409660642213,231979,644643
OF2,128,CauchyDensity,05-10,1350577954178,241596,736478
OF2,128,CauchyDensity,07-01,3644588668747,152401,900227
OF2,128,CauchyDensity,07-02,2186082481789,109550,714579
OF2,128,CauchyDensity,07-04,141437306220,180545,605315
OF2,128,CauchyDensity,07-06,130660923826,286959,714454
OF2,128,CauchyDensity,07-10,930075518993,239867,687502
OF2,128,CauchyDensity,08-01,2834655483739,121948,877036
OF2,128,CauchyDensity,08-02,1729203736741,158553,737429
OF2,128,CauchyDensity,08-04,268810708132,189161,668940
OF2,128,CauchyDensity,08-06,402566487866,119173,568474
OF2,128,CauchyDensity,08-07,96679172018,249006,718574
OF2,128,CauchyDensity,08-10,743655192177,259967,660476
OF2,128,CauchyDensity,09-01,4227189814593,139878,891840
OF2,128,CauchyDensity,09-02,3002147922383,115666,746737
OF2,128,CauchyDensity,09-04,265548487190,150558,625299
OF2,128,CauchyDensity,09-06,126955964288,233605,719304
OF2,128,CauchyDensity,09-07,145596471164,292323,822896
OF2,128,CauchyDensity,09-08,309478266524,336666,889794
OF2,128,CauchyDensity,09-10,1381354031189,288488,789129
OF2,128,CauchyDensity,10-06,1295336428247,218910,722596
OF2,128,ClassicImages,01-06,291226837612,512228,1205681
OF2,128,ClassicImages,01-10,334236719497,847300,2528683
OF2,128,ClassicImages,02-01,157845295987,840727,2133435
OF2,128,ClassicImages,02-04,35106560232,222323,537208
OF2,128,ClassicImages,02-06,41611605969,286806,617130
OF2,128,ClassicImages,02-10,99256086008,248316,596102
OF2,128,ClassicImages,03-01,188906687813,450444,1056940
OF2,128,ClassicImages,03-02,89056972964,285745,656372
OF2,128,ClassicImages,03-04,66494780538,208220,621102
OF2,128,ClassicImages,03-06,118072712957,278934,686611
OF2,128,ClassicImages,03-07,130078420765,334284,777311
OF2,128,ClassicImages,03-08,88213501885,227408,630571
OF2,128,ClassicImages,03-09,315244757111,369474,889387
OF2,128,ClassicImages,03-10,209081844476,203565,641255
OF2,128,ClassicImages,04-01,101830740511,697872,1438683
OF2,128,ClassicImages,04-06,85655193319,316463,678258
OF2,128,ClassicImages,04-10,158152181612,326766,832596
OF2,128,ClassicImages,05-01,131458313953,585503,1285614
OF2,128,ClassicImages,05-02,33102781582,319497,599260
OF2,128,ClassicImages,05-03,77228616554,224798,649485
OF2,128,ClassicImages,05-04,46587143650,152523,471435
OF2,128,ClassicImages,05-06,69239430791,372777,815332
OF2,128,ClassicImages,05-07,41162259853,261413,624592
OF2,128,ClassicImages,05-08,74803209217,209755,586110
OF2,128,ClassicImages,05-09,177838533037,427420,1054284
OF2,128,ClassicImages,05-10,158406860066,374048,827984
OF2,128,ClassicImages,07-01,215510150348,603575,1575921
OF2,128,ClassicImages,07-02,37184885785,148495,462940
OF2,128,ClassicImages,07-04,89904984455,206153,554871
OF2,128,ClassicImages,07-06,58718924256,206943,632359
OF2,128,ClassicImages,07-10,123108732721,309530,776918
OF2,128,ClassicImages,08-01,149596865512,831462,2093791
OF2,128,ClassicImages,08-02,50854646209,484361,1029266
OF2,128,ClassicImages,08-04,41536568813,369527,888698
OF2,128,ClassicImages,08-06,84846128876,383278,886813
OF2,128,ClassicImages,08-07,84029333630,450108,994812
OF2,128,ClassicImages,08-10,120664563601,269105,657966
OF2,128,ClassicImages,09-01,427705465706,493189,1012769
OF2,128,ClassicImages,09-02,207563491975,422759,1013164
OF2,128,ClassicImages,09-04,282903383977,256805,684840
OF2,128,ClassicImages,09-06,203445046784,225691,704665
OF2,128,ClassicImages,09-07,169905133770,545566,1452965
OF2,128,ClassicImages,09-08,360568225912,275109,863442
OF2,128,ClassicImages,09-10,438374223205,338072,788965
OF2,128,ClassicImages,10-06,114629312053,460916,1089548
OF2,128,GRFmoderate,01-06,254353547484,275500,709553
OF2,128,GRFmoderate,01-10,138331384168,497379,1196052
OF2,128,GRFmoderate,02-01,227261231593,367389,937282
OF2,128,GRFmoderate,02-04,132241842123,518365,1194747
OF2,128,GRFmoderate,02-06,351812506039,841050,2790441
OF2,128,GRFmoderate,02-10,42897611173,238432,691773
OF2,128,GRFmoderate,03-01,236655201496,260671,711657
OF2,128,GRFmoderate,03-02,133534233141,775664,1914545
OF2,128,GRFmoderate,03-04,81329135664,615163,1486975
OF2,128,GRFmoderate,03-06,124927137328,655529,1832129
OF2,128,GRFmoderate,03-07,158718039936,255635,750921
OF2,128,GRFmoderate,03-08,105088551273,328553,905613
OF2,128,GRFmoderate,03-09,138512117909,523524,1352484
OF2,128,GRFmoderate,03-10,104788121592,557108,1268255
OF2,128,GRFmoderate,04-01,124956086908,176929,600207
OF2,128,GRFmoderate,04-06,112295052484,615526,1641434
OF2,128,GRFmoderate,04-10,73345187892,303808,674860
OF2,128,GRFmoderate,05-01,235389262367,491053,1173982
OF2,128,GRFmoderate,05-02,77025414324,642383,1690336
OF2,128,GRFmoderate,05-03,89736023581,389488,952519
OF2,128,GRFmoderate,05-04,123841259579,270488,739564
OF2,128,GRFmoderate,05-06,218036410209,692026,1972063
OF2,128,GRFmoderate,05-07,158933623949,471548,1025843
OF2,128,GRFmoderate,05-08,118903167468,342548,765761
OF2,128,GRFmoderate,05-09,170292583254,669027,1706439
OF2,128,GRFmoderate,05-10,93299134715,588844,1453440
OF2,128,GRFmoderate,07-01,23249291812,212482,657423
OF2,128,GRFmoderate,07-02,153186699005,302067,739062
OF2,128,GRFmoderate,07-04,76475523440,235136,609464
OF2,128,GRFmoderate,07-06,207750082566,386099,775771
OF2,128,GRFmoderate,07-10,83852929226,273869,785714
