Distance function,Image size,Instance class,Instance,Optimal objective function value,Solution time [ms],IIO time [ms],Matryoshka time [ms],IIO step 2 basis changes,IIO iterations
OF2,128,MicroscopyImages,03-10,1007114719411,4372,3486,886,37625,614
OF2,128,MicroscopyImages,04-01,281250936243,2584,1955,629,41524,327
OF2,128,MicroscopyImages,04-06,793799305521,5274,4437,837,55735,420
OF2,128,MicroscopyImages,04-10,899902977473,4133,3532,601,48088,370
OF2,128,MicroscopyImages,05-01,1120162886700,1930,1292,638,25420,565
OF2,128,MicroscopyImages,05-02,1144312909977,4318,3645,673,38639,655
OF2,128,MicroscopyImages,05-03,1262750197649,2558,1988,570,28403,486
OF2,128,MicroscopyImages,05-04,1090217051973,3885,3275,610,39912,560
OF2,128,MicroscopyImages,05-06,77823368296,3734,3066,668,34346,539
OF2,128,MicroscopyImages,05-07,1534066655511,2267,1788,479,20546,610
OF2,128,MicroscopyImages,05-08,1450485404758,3441,2658,783,28796,551
OF2,128,MicroscopyImages,05-09,2407968601845,2093,1568,525,21872,778
OF2,128,MicroscopyImages,05-10,1541378769962,4415,3739,676,36012,766
OF2,128,MicroscopyImages,07-01,1636341974029,3229,2572,657,22676,476
OF2,128,MicroscopyImages,07-02,1551430988866,3711,3049,662,34891,513
OF2,128,MicroscopyImages,07-04,1450098462466,5777,5136,641,38616,779
OF2,128,MicroscopyImages,07-06,1201856875277,4989,4113,876,30177,535
OF2,128,MicroscopyImages,07-10,1757475306099,5543,4635,908,28182,618
OF2,128,MicroscopyImages,08-01,1415673746620,3574,2823,751,31286,613
OF2,128,MicroscopyImages,08-02,1312958507313,9059,8251,808,46895,705
OF2,128,MicroscopyImages,08-04,1270446903989,5720,5139,581,52162,556
OF2,128,MicroscopyImages,08-06,1103811079698,4056,3068,988,44246,386
OF2,128,MicroscopyImages,08-07,49251612631,1966,1456,510,28522,378
OF2,128,MicroscopyImages,08-10,1482109563330,4304,3623,681,38315,570
OF2,128,MicroscopyImages,09-01,1315762937853,1712,1270,442,18096,543
OF2,128,MicroscopyImages,09-02,928264085734,2170,1712,458,29989,456
OF2,128,MicroscopyImages,09-04,1260762055258,4214,3545,669,31626,726
OF2,128,MicroscopyImages,09-06,1993411461761,3285,2597,688,30658,734
OF2,128,MicroscopyImages,09-07,2331489934468,1621,1142,479,19997,662
