Distance function,Image size,Instance class,Instance,Optimal objective function value,Solution time [ms],NWC time [ms],IIO step 2 basis changes,IIO iterations
OF1,256,GRFsmooth,07-10,198693499339636,2747178,28,6325367,27874
OF1,256,GRFsmooth,09-04,121467585764957,3747636,27,5452114,21007
OF1,256,GRFsmooth,09-06,114602204717877,2152455,29,4766629,33954
OF1,256,GRFsmooth,09-08,193582678428217,1944765,27,4211857,11556
OF1,256,GRFsmooth,10-01,265362839874176,3479038,28,6609314,36867
OF1,256,GRFsmooth,10-03,234224673455403,1430007,27,3784747,9349
OF1,256,GRFsmooth,10-04,98095233988307,1463920,28,4394215,17719
OF1,256,GRFsmooth,10-06,144209352433457,3641356,27,6236469,38743
OF1,256,GRFsmooth,10-08,318984148517981,2506126,27,4510283,13664
OF1,256,GRFsmooth,10-09,179354325616740,2057354,29,4989886,20799
OF1,256,LogGRF,01-03,451396366237211,3467216,28,7162061,37149
OF1,256,LogGRF,01-04,261068695406110,2438282,30,4715277,23620
OF1,256,LogGRF,01-06,260166848024471,4397114,27,6548594,52851
OF1,256,LogGRF,01-08,148437862336598,1414876,28,4464113,14100
OF1,256,LogGRF,01-09,198994472946425,1626737,28,4872533,20818
OF1,256,LogGRF,02-01,221324946790360,3081130,30,6071174,35829
OF1,256,LogGRF,02-03,258189330227828,3745680,32,6779593,56396
OF1,256,LogGRF,02-04,226853486716723,2446419,29,6688178,29432
OF1,256,LogGRF,02-05,337025298773860,2717988,31,6473727,44763
OF1,256,LogGRF,02-06,436480331444937,2396466,28,5174861,16888
OF1,256,LogGRF,02-07,296526116594096,2208778,31,5531105,25641
OF1,256,LogGRF,02-08,300902319207860,1795850,29,4561711,11290
OF1,256,LogGRF,02-09,267672049384234,2867263,27,4782026,44208
OF1,256,LogGRF,02-10,155365216200724,2743959,31,4123782,14559
OF1,256,LogGRF,03-04,335627818338991,2183157,28,5793372,31045
OF1,256,LogGRF,03-06,665799818556070,3378823,27,6317663,26234
OF1,256,LogGRF,03-08,506480046688377,2301971,28,5608601,17583
OF1,256,LogGRF,03-09,438763393171383,2652552,28,4744113,24012
OF1,256,LogGRF,04-08,331101370446726,2017590,28,5521834,21000
OF1,256,LogGRF,05-01,238415828775626,1757657,27,4449933,16287
OF1,256,LogGRF,05-03,530575624143828,2768659,28,6384010,18345
OF1,256,LogGRF,05-04,283534381643938,2350339,28,5648378,27090
OF1,256,LogGRF,05-06,240287765510908,2538924,29,4511822,18203
OF1,256,LogGRF,05-08,187740839749228,1609883,28,4895322,17941
OF1,256,LogGRF,05-09,372170238353524,1749570,28,5304924,24536
OF1,256,LogGRF,05-10,306740411657793,2059978,27,5612446,35432
OF1,256,LogGRF,06-04,467821925018909,3195977,27,8355642,39601
OF1,256,LogGRF,06-08,238353676069056,3782501,29,7240547,72617
OF1,256,LogGRF,07-01,134167182358394,1989762,30,4474756,18347
OF1,256,LogGRF,07-03,522240052167363,3760428,29,6237852,24276
OF1,256,LogGRF,07-04,315049130274420,2195400,27,4762693,17946
OF1,256,LogGRF,07-05,170025106737374,1473635,28,4621225,20877
OF1,256,LogGRF,07-06,179216483844813,3086006,29,4946096,37095
OF1,256,LogGRF,07-08,168347364006741,2181373,28,4981652,16255
OF1,256,LogGRF,07-09,289078116638432,2083964,30,5959508,35380
OF1,256,LogGRF,07-10,243902392036669,1941824,27,5594262,22811
OF1,256,LogGRF,09-04,346998871444240,2184680,27,5257386,19256
OF1,256,LogGRF,09-06,357500159072635,2087388,26,5860840,26900
OF1,256,LogGRF,09-08,221130532526215,3029306,27,5755203,45550
OF1,256,LogGRF,10-01,167183841407959,2111615,27,5351463,26865
OF1,256,LogGRF,10-03,356942302259883,2620398,28,5388662,23758
OF1,256,LogGRF,10-04,267325228729129,2525685,31,4676691,15839
OF1,256,LogGRF,10-06,375282064347173,3165277,29,6240599,28116
OF1,256,LogGRF,10-08,215732136706177,2640861,27,4656265,20766
OF1,256,LogGRF,10-09,157162294158768,2460380,29,4670936,28473
OF1,256,LogitGRF,01-03,158323009796217,1733882,26,4633072,23142
OF1,256,LogitGRF,01-04,236100525902506,2809889,27,5386942,42419
OF1,256,LogitGRF,01-06,201134824688332,3101112,29,4827652,20419
OF1,256,LogitGRF,01-08,156163314748578,1882678,28,5090483,19075
OF1,256,LogitGRF,01-09,165175700964429,2462839,29,4958171,26483
OF1,256,LogitGRF,02-01,247767757307999,2409992,31,5481993,15665
OF1,256,LogitGRF,02-03,231568010682753,2848226,30,6136397,57557
OF1,256,LogitGRF,02-04,153967814215814,3272843,29,5143061,28114
OF1,256,LogitGRF,02-05,225933710606288,2229929,30,5275078,28790
OF1,256,LogitGRF,02-06,272700616973270,2347057,28,6323062,51565
OF1,256,LogitGRF,02-07,330118143368698,2569494,31,5312535,30396
OF1,256,LogitGRF,02-08,212002093144081,3834053,28,4628323,22592
OF1,256,LogitGRF,02-09,133168013196210,1560559,27,4809731,17234
OF1,256,LogitGRF,02-10,153994822878055,2883586,31,5380573,23495
OF1,256,LogitGRF,03-04,229025934698847,2503495,29,4627629,29709
OF1,256,LogitGRF,03-06,137526792048494,3466555,29,6926101,40272
OF1,256,LogitGRF,03-08,146227645675808,2699177,28,5350025,22791
OF1,256,LogitGRF,03-09,160123862155716,3983118,28,5314265,31968
OF1,256,LogitGRF,04-08,162901876711528,1962921,29,4586099,29378
OF1,256,LogitGRF,05-01,164171897806788,2553868,29,4082560,18980
OF1,256,LogitGRF,05-03,149116590088099,1831239,27,4464089,27344
OF1,256,LogitGRF,05-04,246021081550321,2313752,28,4999918,40053
OF1,256,LogitGRF,05-06,187359888680088,2140408,30,4791328,28835
OF1,256,LogitGRF,05-08,186505582552567,3495283,28,6791791,47168
OF1,256,LogitGRF,05-09,161760834721882,2087066,27,5345618,30850
OF1,256,LogitGRF,05-10,177580008565687,2632145,27,4740574,31173
OF1,256,LogitGRF,06-04,300573210905941,2257765,28,5086411,25372
OF1,256,LogitGRF,06-08,258752082793196,2686059,29,4864230,18720
OF1,256,LogitGRF,07-01,119729871126123,1951000,27,4473790,16805
OF1,256,LogitGRF,07-03,204833651562836,1896402,28,5157648,17841
OF1,256,LogitGRF,07-04,321282457581072,2104928,27,5267908,18942
OF1,256,LogitGRF,07-05,203489597684033,2413169,30,4702251,24336
OF1,256,LogitGRF,07-06,222749932518726,3264818,29,5030466,18021
OF1,256,LogitGRF,07-08,218200938528035,2528055,29,5648813,46905
OF1,256,LogitGRF,07-09,236211140779812,1964855,27,5003843,23031
OF1,256,LogitGRF,07-10,261517795406225,2187864,27,5364212,19680
OF1,256,LogitGRF,09-04,146718252444198,2478059,27,5408858,25324
OF1,256,LogitGRF,09-06,205464218677408,1694206,28,4906631,14549
OF1,256,LogitGRF,09-08,151014424193845,2503746,27,5265630,21043
OF1,256,LogitGRF,10-01,170128092703238,2224589,28,4533891,18087
OF1,256,LogitGRF,10-03,174675525998682,1861585,28,4542767,17903
OF1,256,LogitGRF,10-04,191660600486628,3027999,27,5113281,19697
OF1,256,LogitGRF,10-06,228886049389127,1937800,28,5228353,20562
OF1,256,LogitGRF,10-08,183922757036990,2054866,28,4572264,17160
OF1,256,LogitGRF,10-09,128877715932416,2685692,30,6469669,32949
OF1,256,MicroscopyImages,01-03,214083017681778,510141,11,1968908,14089
OF1,256,MicroscopyImages,01-04,203627332884564,1269153,15,3723209,35570
OF1,256,MicroscopyImages,01-06,308247282222700,918858,16,3373673,14647
OF1,256,MicroscopyImages,01-08,286518856099935,947808,15,2747443,12304
OF1,256,MicroscopyImages,01-09,207227322537075,435537,10,1962030,17074
OF1,256,MicroscopyImages,02-01,32933527002195,549314,19,2446873,7348
OF1,256,MicroscopyImages,02-03,204212471912981,786860,14,2598659,17576
OF1,256,MicroscopyImages,02-04,189130598441004,1787391,23,3624191,22182
OF1,256,MicroscopyImages,02-05,316270890283942,857926,17,3110999,12287
OF1,256,MicroscopyImages,02-06,307718952090762,1643105,23,4004248,17613
OF1,256,MicroscopyImages,02-07,347034635966882,531492,14,2521561,9587
OF1,256,MicroscopyImages,02-08,285674028886329,1118094,22,4155224,14518
OF1,256,MicroscopyImages,02-09,193209963170659,554872,13,2451555,19005
OF1,256,MicroscopyImages,02-10,139655064276558,1147762,28,3083263,13131
OF1,256,MicroscopyImages,03-04,62136196162267,476686,14,2059905,6041
OF1,256,MicroscopyImages,03-06,233539588838958,842508,15,2389528,8852
OF1,256,MicroscopyImages,03-08,245523649530032,1046764,13,4045898,32986
OF1,256,MicroscopyImages,03-09,220565258715204,320702,9,1716457,9156
OF1,256,MicroscopyImages,04-08,265614934373064,1262069,21,6188812,32498
OF1,256,MicroscopyImages,05-01,316940090557777,686396,11,2207973,12739
OF1,256,MicroscopyImages,05-03,242142666161155,660025,10,2253713,18241
OF1,256,MicroscopyImages,05-04,262596587338639,1116036,15,3716595,27399
OF1,256,MicroscopyImages,05-06,30981179418616,408629,15,2435182,6797
OF1,256,MicroscopyImages,05-08,118464913710650,1035122,15,2377234,14898
OF1,256,MicroscopyImages,05-09,385723529329399,489412,10,2051350,15678
OF1,256,MicroscopyImages,05-10,330673993708309,653137,15,2580241,13245
OF1,256,MicroscopyImages,06-04,250678479363784,2478088,24,4745317,38084
OF1,256,MicroscopyImages,06-08,111348455654556,1600765,22,3360752,14754
OF1,256,MicroscopyImages,07-01,345586513389130,374859,10,1655505,7078
OF1,256,MicroscopyImages,07-03,286252995446585,571478,9,2936186,30609
OF1,256,MicroscopyImages,07-04,314199568020372,889907,14,3839657,22227
OF1,256,MicroscopyImages,07-05,145736698882525,303174,10,1625833,6611
OF1,256,MicroscopyImages,07-06,143619142626232,674045,14,2446407,12457
OF1,256,MicroscopyImages,07-08,71178538968060,469796,14,1992540,8348
OF1,256,MicroscopyImages,07-09,421144983742987,253979,8,1920455,8709
OF1,256,MicroscopyImages,07-10,371131533675640,590927,13,2268679,7515
OF1,256,MicroscopyImages,09-04,185163585579669,370475,12,2426721,10135
OF1,256,MicroscopyImages,09-06,370917230076284,755530,13,2818505,21077
OF1,256,MicroscopyImages,09-08,378769890223404,622602,12,2799183,16631
OF1,256,MicroscopyImages,10-01,158523826915467,710731,15,2146429,11464
OF1,256,MicroscopyImages,10-03,180301720507910,529054,13,2350241,13354
OF1,256,MicroscopyImages,10-04,146985223596814,1336195,21,3277675,15285
OF1,256,MicroscopyImages,10-06,316358651470072,1298268,21,3885913,22497
OF1,256,MicroscopyImages,10-08,319575282354090,830050,20,3284799,11363
OF1,256,MicroscopyImages,10-09,75015339685624,379457,12,1847689,6959
OF1,256,Shapes,01-03,41571606800000,393424,19,3169585,3056
OF1,256,Shapes,01-04,168812593064202,3252067,21,3518581,64675
OF1,256,Shapes,01-06,312626240800000,645197,18,3764752,5943
OF1,256,Shapes,01-08,177131295613637,905377,14,3299005,22636
OF1,256,Shapes,01-09,115849799600000,700418,19,3861219,4744
OF1,256,Shapes,02-01,240710432896000,1043025,15,2741832,26378
OF1,256,Shapes,02-03,241519485408000,475261,10,1782175,10776
OF1,256,Shapes,02-04,78780092439510,267889,11,1475774,4034
OF1,256,Shapes,02-05,284739577528085,244246,10,1791136,7204
OF1,256,Shapes,02-06,295201839376000,323668,10,2320431,13521
OF1,256,Shapes,02-07,229713710341000,434577,11,2179154,17182
OF1,256,Shapes,02-08,114178207615987,392427,8,1283988,23885
OF1,256,Shapes,02-09,262532889696000,394594,10,2688918,15827
OF1,256,Shapes,02-10,274538160986939,646483,12,1909609,17461
OF1,256,Shapes,03-04,171067632349523,353281,13,2075657,7963
OF1,256,Shapes,03-06,313593235200000,411628,11,3959013,6701
OF1,256,Shapes,03-08,179149946412412,305648,10,1612861,9328
OF1,256,Shapes,03-09,119116910000000,218582,11,2246822,2516
OF1,256,Shapes,04-08,73294146021210,302089,10,1497644,6364
OF1,256,Shapes,05-01,129030246999589,1045413,19,5107968,14813
OF1,256,Shapes,05-03,132457746105075,299736,11,2577584,6919
OF1,256,Shapes,05-04,209776150489821,2154747,13,2254386,119534
OF1,256,Shapes,05-06,329084467287826,289186,11,3740153,5048
OF1,256,Shapes,05-08,189458327688682,1331765,9,1820266,152705
OF1,256,Shapes,05-09,175581346841708,712666,12,3262435,10787
OF1,256,Shapes,05-10,139352826153240,836682,13,2323423,31009
OF1,256,Shapes,06-04,283043157962136,333796,13,2112975,5735
OF1,256,Shapes,06-08,294921352046923,273783,9,1818528,13262
OF1,256,Shapes,07-01,218445827214611,738232,23,3007816,9435
OF1,256,Shapes,07-03,221268035182740,633797,13,4067817,18787
OF1,256,Shapes,07-04,207017198496872,757389,17,2767320,8618
OF1,256,Shapes,07-05,253946828054387,649605,14,3708940,21036
OF1,256,Shapes,07-06,486990939865004,605234,14,16426204,9979
OF1,256,Shapes,07-08,216622666714578,281868,11,1972649,9445
OF1,256,Shapes,07-09,244409333072142,644908,14,4238809,18916
OF1,256,Shapes,07-10,238200890218031,766235,15,6452766,26298
OF1,256,Shapes,09-04,204992322375952,584441,13,3093090,17284
OF1,256,Shapes,09-06,324511395000000,388377,11,4463465,7249
OF1,256,Shapes,09-08,210676955506370,689410,9,1930893,15083
OF1,256,Shapes,10-01,73287106962187,1248917,21,2956182,22004
OF1,256,Shapes,10-03,82731058504756,495230,14,1769039,8797
OF1,256,Shapes,10-04,201946127246670,827924,14,2556031,42844
OF1,256,Shapes,10-06,322312042936413,523128,13,5927633,12774
OF1,256,Shapes,10-08,219355919373304,435348,10,1781026,23131
OF1,256,Shapes,10-09,136961926001719,905627,15,2089194,14366
OF1,256,WhiteNoise,01-03,5209005452688,1064681,29,3097087,5569
OF1,256,WhiteNoise,01-04,4932972714666,1378064,27,4951212,6642
OF1,256,WhiteNoise,01-06,4552287681674,1242183,27,3698087,6507
OF1,256,WhiteNoise,01-08,4506785542342,2670466,27,8583214,11854
OF1,256,WhiteNoise,01-09,4445823914996,1435530,28,4564403,6281
OF1,256,WhiteNoise,02-01,4943016225376,1473731,30,4367042,7354
OF1,256,WhiteNoise,02-03,4600417339815,1921576,31,4725297,8780
OF1,256,WhiteNoise,02-04,4917045543585,1454239,28,5176661,6514
OF1,256,WhiteNoise,02-05,4638949776327,1547340,31,4657307,8192
OF1,256,WhiteNoise,02-06,4499993998335,1372298,29,4399450,7327
OF1,256,WhiteNoise,02-07,5232563502783,1461962,31,3979979,7082
OF1,256,WhiteNoise,02-08,5121487243654,2042268,29,7244007,10391
OF1,256,WhiteNoise,02-09,4375930185108,1918157,26,5806648,8028
OF1,256,WhiteNoise,02-10,5348354067602,1425378,31,4464786,6556
OF1,256,WhiteNoise,03-04,5632128226387,1621223,29,6940457,9205
OF1,256,WhiteNoise,03-06,5023739629829,1169576,28,3621989,6584
OF1,256,WhiteNoise,03-08,5599982013805,2077549,29,7399280,10545
OF1,256,WhiteNoise,03-09,5225289051817,1163283,29,3544685,5490
OF1,256,WhiteNoise,04-08,4641230033393,2241576,28,6961882,11123
OF1,256,WhiteNoise,05-01,5202772226455,1221110,27,3533486,6718
OF1,256,WhiteNoise,05-03,5398357568004,1924238,29,6122920,9590
OF1,256,WhiteNoise,05-04,4782588018850,1384480,29,4361155,6181
OF1,256,WhiteNoise,05-06,4399651324714,2248477,29,6592203,10632
OF1,256,WhiteNoise,05-08,5016417428513,2428937,30,8990340,11751
OF1,256,WhiteNoise,05-09,4733170579794,1060414,27,3424585,4997
OF1,256,WhiteNoise,05-10,5089996019699,1449065,28,4125881,6962
OF1,256,WhiteNoise,06-04,4494251182516,1290409,28,4610259,6333
OF1,256,WhiteNoise,06-08,4864731645339,2109697,27,6916715,10920
OF1,256,WhiteNoise,07-01,4448128530691,1915215,28,5679629,9282
OF1,256,WhiteNoise,07-03,5182828459903,1742520,28,5837989,8660
OF1,256,WhiteNoise,07-04,5882156788531,1656189,27,5624674,9256
OF1,256,WhiteNoise,07-05,5714956217529,1606147,29,5242410,8977
OF1,256,WhiteNoise,07-06,5195063692251,2038789,30,6406737,10216
OF1,256,WhiteNoise,07-08,5338920045454,1917153,27,6720733,9870
OF1,256,WhiteNoise,07-09,4886096435684,1052590,29,3492842,5339
OF1,256,WhiteNoise,07-10,5067724093611,1841215,27,6307849,10068
OF1,256,WhiteNoise,09-04,5056561560154,1126410,28,4013337,6687
OF1,256,WhiteNoise,09-06,4440252773750,2281107,28,7387968,11238
OF1,256,WhiteNoise,09-08,4859919777669,1994491,29,6861823,10658
OF1,256,WhiteNoise,10-01,4443937540346,1277826,28,4070198,6044
OF1,256,WhiteNoise,10-03,5698770478308,1572963,27,5988573,8886
OF1,256,WhiteNoise,10-04,4988992922857,1516039,27,4617148,7126
OF1,256,WhiteNoise,10-06,4660634146865,1828255,26,5699286,9475
OF1,256,WhiteNoise,10-08,4701798707830,2322633,28,8445279,11655
OF1,256,WhiteNoise,10-09,4775101176993,1137712,28,3902076,6283
OF2,32,CauchyDensity,01-02,1792196707,112,0,13316,199
OF2,32,CauchyDensity,01-03,5121354077,93,0,12571,162
OF2,32,CauchyDensity,01-04,2397780369,95,0,12325,149
OF2,32,CauchyDensity,01-05,17909851849,91,0,12164,131
OF2,32,CauchyDensity,01-06,17730415512,124,0,14821,216
OF2,32,CauchyDensity,01-07,6243912576,109,0,13491,184
OF2,32,CauchyDensity,01-08,5688298977,100,0,11735,179
OF2,32,CauchyDensity,01-09,4097564224,112,0,12818,206
OF2,32,CauchyDensity,01-10,17220924118,115,0,14189,193
OF2,32,CauchyDensity,02-04,1358071384,115,0,15692,227
OF2,32,CauchyDensity,02-05,15509602618,134,0,17180,216
OF2,32,CauchyDensity,02-06,13310503857,177,0,18334,287
OF2,32,CauchyDensity,02-08,2838665716,159,0,17690,250
OF2,32,CauchyDensity,02-09,3570958089,158,0,18909,262
OF2,32,CauchyDensity,02-10,12660462669,165,0,18006,284
OF2,32,CauchyDensity,03-02,2252576302,127,0,14445,201
OF2,32,CauchyDensity,03-04,1340888028,138,0,15535,249
OF2,32,CauchyDensity,03-05,6852192960,136,0,16141,192
OF2,32,CauchyDensity,03-06,5282453447,170,0,17862,263
OF2,32,CauchyDensity,03-08,1286987748,167,0,16412,339
OF2,32,CauchyDensity,03-09,3964919205,143,0,17650,237
OF2,32,CauchyDensity,03-10,4552295541,167,0,17519,281
OF2,32,CauchyDensity,04-05,10991486054,135,0,15347,187
OF2,32,CauchyDensity,04-08,827596960,117,0,14371,175
OF2,32,CauchyDensity,04-10,8245624221,139,0,16704,189
OF2,32,CauchyDensity,05-08,9303877284,152,0,18139,202
OF2,32,CauchyDensity,05-10,3096475867,148,0,17496,236
OF2,32,CauchyDensity,06-04,8522432379,152,0,18631,226
OF2,32,CauchyDensity,06-05,4281530985,155,0,18752,266
OF2,32,CauchyDensity,06-08,5520715675,153,0,18799,213
OF2,32,CauchyDensity,06-09,10977793522,186,0,20562,308
OF2,32,CauchyDensity,06-10,262412234,116,0,15285,225
OF2,32,CauchyDensity,07-02,3071265843,151,0,18017,254
OF2,32,CauchyDensity,07-03,1621406347,121,0,15764,217
OF2,32,CauchyDensity,07-04,1217239633,116,0,16060,175
OF2,32,CauchyDensity,07-05,11658175111,139,0,16027,199
OF2,32,CauchyDensity,07-06,5714245194,148,0,17395,207
OF2,32,CauchyDensity,07-08,524243513,117,0,15805,203
OF2,32,CauchyDensity,07-09,3626689554,138,0,17081,278
OF2,32,CauchyDensity,07-10,5851790240,139,0,16882,179
OF2,32,CauchyDensity,09-04,1513708625,123,0,14837,227
OF2,32,CauchyDensity,09-05,11776812105,162,0,17879,255
OF2,32,CauchyDensity,09-08,1792520801,135,0,17135,232
OF2,32,CauchyDensity,09-10,10834612538,160,0,19388,237
OF2,32,CauchyDensity,10-08,5450830299,137,0,18420,171
OF2,32,ClassicImages,01-02,642064623,151,0,16724,292
OF2,32,ClassicImages,01-03,764360198,122,0,15566,216
OF2,32,ClassicImages,01-04,421791280,138,0,16279,278
OF2,32,ClassicImages,01-05,540989401,136,0,17169,240
OF2,32,ClassicImages,01-06,1163234480,167,0,18247,340
OF2,32,ClassicImages,01-07,865212037,152,0,18248,271
OF2,32,ClassicImages,01-08,609060037,163,0,17893,327
OF2,32,ClassicImages,01-09,1697348934,139,0,16448,222
OF2,32,ClassicImages,01-10,1331537051,212,0,19358,468
OF2,32,ClassicImages,02-04,164211261,121,0,15447,242
OF2,32,ClassicImages,02-05,155820730,159,0,15947,460
OF2,32,ClassicImages,02-06,187296273,141,0,17292,319
OF2,32,ClassicImages,02-08,224243244,117,0,15163,218
OF2,32,ClassicImages,02-09,838588231,174,0,16122,370
OF2,32,ClassicImages,02-10,414270674,150,0,17425,300
OF2,32,ClassicImages,03-02,374909903,180,0,17223,374
OF2,32,ClassicImages,03-04,285454110,138,0,15863,277
OF2,32,ClassicImages,03-05,326952787,145,0,15310,317
OF2,32,ClassicImages,03-06,487928608,134,0,15200,240
OF2,32,ClassicImages,03-08,371014643,125,0,14807,271
OF2,32,ClassicImages,03-09,1258549336,129,0,14275,207
OF2,32,ClassicImages,03-10,843443801,152,0,16993,291
OF2,32,ClassicImages,04-05,208241169,155,0,15320,436
OF2,32,ClassicImages,04-08,187999133,180,0,17967,470
OF2,32,ClassicImages,04-10,643276729,129,0,15868,225
OF2,32,ClassicImages,05-08,318902136,124,0,15847,222
OF2,32,ClassicImages,05-10,644833928,127,0,15769,230
OF2,32,ClassicImages,06-04,362148416,141,0,17031,268
OF2,32,ClassicImages,06-05,297953779,123,0,15750,253
OF2,32,ClassicImages,06-08,359332959,110,0,13592,217
OF2,32,ClassicImages,06-09,822271864,133,0,16120,236
OF2,32,ClassicImages,06-10,474006191,133,0,16360,283
OF2,32,ClassicImages,07-02,170977130,116,0,14170,248
OF2,32,ClassicImages,07-03,535268331,125,0,16171,201
OF2,32,ClassicImages,07-04,376860113,127,0,15538,241
OF2,32,ClassicImages,07-05,186011698,152,0,16747,360
OF2,32,ClassicImages,07-06,254800901,136,0,17185,280
OF2,32,ClassicImages,07-08,353883358,126,0,16482,208
OF2,32,ClassicImages,07-09,689172553,144,0,16098,270
OF2,32,ClassicImages,07-10,506634068,134,0,16578,234
OF2,32,ClassicImages,09-04,1133114680,169,0,15494,344
OF2,32,ClassicImages,09-05,723010961,156,0,14352,345
OF2,32,ClassicImages,09-08,1437741601,127,0,15445,194
OF2,32,ClassicImages,09-10,1740589599,132,0,16161,195
OF2,32,ClassicImages,10-08,496835542,174,0,18665,385
OF2,32,GRFmoderate,01-02,417043033,124,0,16321,210
OF2,32,GRFmoderate,01-03,908194803,158,0,17717,264
OF2,32,GRFmoderate,01-04,2058476023,155,0,18321,293
